emp_id,skill_id,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1443,S010,5,4,No
E714,S007,9,11,No
E3744,S012,1,3,No
E2033,S015,2,3,No
E1880,S004,6,11,No
E2870,S013,9,11,No
E3028,S005,8,5,No
E2694,S006,2,2,Yes
E4971,S002,8,12,No
E2100,S009,2,2,No
E3950,S002,8,10,No
E968,S002,10,6,No
E006,S001,2,2,Yes
E1939,S009,4,4,Yes
E2744,S009,9,7,Yes
E2088,S014,7,7,No
E795,S011,4,1,Yes
E4725,S007,6,12,No
E3157,S007,5,4,Yes
E1162,S002,1,2,No
E953,S003,9,8,No
E4363,S002,7,10,Yes
E422,S007,4,4,No
E3142,S011,5,1,No
E2458,S005,2,2,Yes
E2099,S010,8,6,Yes
E4771,S003,9,8,No
E4049,S011,7,10,No
E2123,S009,7,12,No
E468,S009,5,2,No
E687,S001,3,4,Yes
E2943,S004,8,6,No
E4855,S008,3,3,Yes
E793,S004,9,8,Yes
E1409,S014,9,5,No
E4671,S008,8,11,Yes
E2824,S004,7,8,No
E3062,S012,7,7,Yes
E4234,S008,4,3,No
E4689,S006,10,5,No
E1298,S004,9,5,Yes
E1476,S013,7,7,Yes
E1375,S012,1,3,No
E481,S010,2,3,Yes
E3137,S015,9,5,No
E1108,S013,5,2,Yes
E530,S003,10,12,No
E1609,S009,2,2,Yes
E3326,S005,8,6,Yes
E2510,S013,8,10,Yes
E1636,S002,8,10,No
E538,S003,8,9,Yes
E3920,S002,8,11,No
E2402,S009,3,2,No
E4098,S012,7,8,No
E365,S003,10,9,No
E3557,S002,7,8,No
E4413,S010,5,2,Yes
E1159,S014,1,4,Yes
E1833,S006,1,2,Yes
E3119,S011,2,3,No
E3244,S010,9,6,Yes
E4630,S002,1,1,Yes
E242,S014,2,1,Yes
E2971,S010,1,3,No
E2421,S006,1,1,Yes
E3954,S012,8,10,No
E254,S008,5,1,Yes
E381,S005,3,3,Yes
E4745,S008,7,11,Yes
E3639,S008,3,3,No
E4143,S008,7,9,No
E667,S001,2,2,Yes
E758,S007,2,3,Yes
E4856,S014,10,5,Yes
E3237,S014,4,4,Yes
E2402,S006,6,8,Yes
E4018,S009,7,8,No
E1931,S010,3,1,No
E3246,S009,10,6,No
E628,S008,3,1,No
E4766,S014,8,11,No
E3585,S010,8,11,No
E184,S005,5,4,Yes
E2815,S005,7,5,No
E184,S006,9,11,Yes
E4847,S011,2,3,Yes
E2474,S008,8,8,No
E4470,S012,2,4,No
E2035,S007,7,11,No
E4534,S006,3,4,Yes
E2278,S003,3,4,No
E4537,S015,9,6,No
E1997,S005,3,3,Yes
E1289,S002,8,10,No
E4694,S015,4,2,No
E3691,S006,5,1,No
E3219,S001,9,12,Yes
E827,S007,3,1,No
E1624,S002,2,3,Yes
E1507,S008,7,7,Yes
E886,S011,7,5,No
E1404,S003,3,4,No
E2758,S013,8,12,Yes
E4124,S001,9,6,Yes
E2754,S014,6,7,Yes
E1372,S005,5,4,No
E318,S001,1,3,Yes
E925,S003,4,1,Yes
E4557,S006,9,12,No
E1841,S007,3,3,Yes
E4974,S015,10,12,No
E3392,S011,10,10,Yes
E3505,S005,3,3,Yes
E3526,S005,7,6,Yes
E002,S002,10,9,No
E1765,S013,1,4,No
E231,S005,1,1,Yes
E1262,S007,3,3,Yes
E2937,S015,3,2,No
E4148,S009,8,8,Yes
E3260,S015,2,3,No
E2349,S014,8,11,Yes
E3398,S005,4,2,No
E3306,S002,6,9,No
E3611,S006,2,2,Yes
E3260,S008,2,3,Yes
E3019,S001,8,6,No
E331,S005,3,4,No
E4833,S006,1,1,No
E2476,S013,1,2,Yes
E1965,S002,6,5,No
E146,S007,7,12,No
E1839,S005,2,3,Yes
E4942,S015,3,4,No
E2152,S003,4,2,No
E3089,S012,9,12,Yes
E2253,S014,2,3,No
E4891,S006,7,11,Yes
E1955,S005,1,4,No
E3868,S009,4,4,Yes
E1593,S003,4,4,No
E3508,S008,6,6,Yes
E518,S009,4,1,Yes
E4689,S014,8,8,No
E1229,S011,8,10,Yes
E4259,S008,8,12,No
E2367,S009,2,2,Yes
E2287,S011,4,3,No
E3352,S001,1,2,Yes
E1998,S014,8,11,No
E1516,S010,4,2,No
E2879,S006,3,3,Yes
E1361,S007,7,12,Yes
E2790,S013,3,4,Yes
E1121,S002,9,12,No
E3927,S005,5,3,Yes
E4468,S003,3,3,Yes
E2453,S010,5,2,No
E3051,S011,10,8,Yes
E4713,S015,2,3,Yes
E4926,S001,8,11,No
E679,S011,10,5,No
E3457,S011,8,6,No
E4407,S006,6,5,Yes
E2859,S015,5,1,Yes
E3497,S010,4,3,Yes
E2321,S011,8,8,Yes
E4620,S014,1,4,Yes
E3037,S003,3,1,No
E1224,S011,10,10,No
E3522,S001,10,10,No
E4711,S012,10,10,Yes
E4925,S012,3,3,Yes
E770,S002,1,4,No
E4898,S014,10,10,No
E1100,S007,9,5,No
E472,S010,5,3,No
E306,S007,1,3,Yes
E4647,S004,1,3,Yes
E2126,S015,1,2,Yes
E2959,S009,6,12,No
E1841,S011,8,5,No
E2479,S010,6,11,Yes
E4134,S011,2,2,No
E2375,S009,3,4,No
E761,S011,7,6,Yes
E4168,S012,6,5,No
E2764,S013,7,5,Yes
E3812,S003,6,11,Yes
E1676,S001,4,3,No
E085,S002,6,7,No
E4851,S011,4,1,No
E2294,S013,9,7,Yes
E4883,S015,4,2,No
E4877,S003,7,8,Yes
E628,S009,1,2,Yes
E3167,S007,6,11,Yes
E408,S006,1,3,Yes
E1521,S011,10,11,Yes
E507,S003,5,2,No
E3772,S001,5,1,Yes
E4847,S002,8,11,Yes
E2119,S006,1,4,No
E4242,S014,10,7,No
E1727,S006,6,6,Yes
E1790,S002,10,5,No
E1176,S015,3,1,No
E967,S003,7,10,No
E4295,S003,10,5,No
E2262,S010,7,7,Yes
E4684,S011,4,2,No
E3155,S014,7,5,No
E4294,S015,3,2,No
E3614,S004,4,3,No
E3782,S008,10,12,No
E3599,S009,7,12,No
E4194,S001,4,2,Yes
E723,S004,3,1,No
E514,S005,3,4,Yes
E1794,S005,4,3,Yes
E4306,S012,5,1,No
E1611,S014,9,11,Yes
E459,S014,9,8,No
E292,S009,8,12,Yes
E1042,S010,7,12,No
E722,S015,6,7,No
E4183,S010,4,3,No
E457,S004,1,4,No
E089,S004,6,9,No
E2750,S004,3,1,Yes
E1818,S002,6,11,No
E2993,S003,4,1,No
E3146,S012,4,1,Yes
E436,S015,4,4,Yes
E4936,S004,9,8,No
E1857,S010,9,10,Yes
E3294,S006,6,7,No
E2378,S014,7,7,No
E3617,S009,6,10,Yes
E029,S010,6,10,No
E465,S011,6,7,No
E1526,S005,9,5,No
E4355,S010,2,4,No
E1426,S008,4,4,No
E3168,S006,1,2,Yes
E1608,S014,1,2,Yes
E4969,S008,2,2,Yes
E1651,S002,9,9,Yes
E1884,S015,5,1,Yes
E2045,S013,3,3,Yes
E1117,S008,8,6,No
E2667,S005,1,3,No
E995,S012,9,7,Yes
E3018,S011,1,2,No
E908,S001,2,4,No
E1547,S001,10,7,Yes
E1978,S010,4,2,Yes
E138,S007,2,4,No
E1933,S010,3,1,No
E4436,S003,7,7,No
E2008,S013,4,4,No
E2793,S013,8,9,No
E3129,S002,2,1,Yes
E4852,S012,1,2,Yes
E1430,S004,1,1,No
E687,S011,7,6,No
E1733,S005,5,1,No
E2028,S014,4,1,Yes
E3011,S015,6,9,No
E2398,S014,7,5,No
E471,S006,5,1,Yes
E1604,S008,4,2,Yes
E3201,S015,3,2,No
E2709,S011,10,11,Yes
E1558,S005,8,10,No
E4629,S012,6,11,Yes
E3999,S006,9,10,Yes
E663,S001,8,11,No
E4748,S008,6,8,No
E1833,S013,1,4,Yes
E701,S006,2,3,No
E4175,S008,4,1,No
E2454,S002,1,1,No
E3068,S009,5,4,No
E2935,S003,2,1,No
E2764,S008,5,2,Yes
E1134,S013,10,10,No
E3554,S007,1,1,No
E4518,S015,3,2,No
E796,S006,9,5,Yes
E2962,S005,7,8,No
E371,S001,3,1,Yes
E1408,S002,9,11,Yes
E516,S003,1,4,No
E178,S009,7,7,Yes
E2421,S007,5,3,No
E4339,S005,1,2,Yes
E2361,S007,4,3,No
E4184,S001,5,2,Yes
E2272,S013,2,3,Yes
E4438,S013,10,10,Yes
E2408,S006,7,6,No
E1712,S015,1,3,Yes
E3450,S008,9,11,No
E4288,S009,8,5,Yes
E4537,S008,1,4,Yes
E1056,S014,7,12,Yes
E2019,S007,5,3,Yes
E2527,S009,6,11,No
E700,S010,9,6,Yes
E4438,S011,3,3,No
E4623,S002,4,1,Yes
E2588,S014,6,7,Yes
E3492,S005,8,12,Yes
E4133,S003,8,7,No
E1367,S006,3,1,No
E4865,S001,7,5,Yes
E2679,S012,9,6,Yes
E840,S006,6,6,Yes
E1632,S011,6,8,Yes
E2118,S003,2,4,Yes
E4026,S007,8,6,Yes
E1777,S004,7,10,Yes
E4090,S004,8,12,Yes
E4207,S008,1,2,No
E243,S005,9,12,No
E3312,S010,7,11,No
E2567,S009,6,11,Yes
E2401,S002,3,3,No
E470,S006,9,7,Yes
E2303,S006,4,1,Yes
E3763,S008,7,12,No
E2887,S009,6,8,Yes
E2691,S006,5,3,No
E1976,S008,2,2,Yes
E3800,S011,10,7,Yes
E2209,S002,3,1,Yes
E3740,S009,2,4,Yes
E4816,S009,3,1,Yes
E4274,S003,2,3,Yes
E039,S008,8,11,No
E3367,S010,10,10,Yes
E183,S015,5,3,No
E1866,S002,5,2,No
E4041,S002,6,11,No
E4677,S012,1,1,Yes
E570,S004,6,6,Yes
E3069,S009,7,6,Yes
E511,S013,5,1,Yes
E1648,S012,1,4,No
E4010,S002,4,3,Yes
E3803,S001,2,3,Yes
E921,S011,7,10,Yes
E089,S013,2,3,Yes
E1030,S007,8,6,Yes
E1943,S003,7,11,Yes
E3517,S010,4,3,Yes
E2743,S003,7,5,No
E999,S005,7,5,No
E1938,S002,4,2,Yes
E419,S013,7,7,No
E856,S001,4,2,No
E2653,S010,9,11,No
E590,S009,5,4,No
E1745,S006,9,9,Yes
E607,S005,5,1,No
E4213,S010,10,10,Yes
E347,S004,8,5,No
E841,S008,10,9,No
E3924,S014,5,1,Yes
E1827,S013,6,11,Yes
E1582,S015,9,10,No
E2926,S012,6,5,No
E616,S015,2,3,No
E4872,S012,4,1,Yes
E4016,S004,1,1,Yes
E2401,S008,10,10,Yes
E3195,S015,9,8,No
E2842,S007,7,7,Yes
E4353,S008,8,9,Yes
E3636,S009,7,9,No
E4861,S010,3,4,Yes
E3302,S003,9,8,No
E1846,S006,3,4,No
E3664,S011,3,1,No
E3843,S005,9,7,Yes
E3317,S011,6,6,No
E1228,S012,10,10,No
E1029,S004,8,7,No
E1432,S007,4,4,Yes
E2079,S012,8,10,Yes
E3793,S015,2,2,No
E4218,S002,5,3,No
E628,S010,4,2,Yes
E4524,S011,4,3,Yes
E1582,S009,4,1,No
E119,S002,5,3,No
E1923,S010,10,10,Yes
E4505,S005,3,1,No
E311,S008,6,6,No
E1791,S015,4,2,No
E4463,S015,1,4,Yes
E2728,S003,5,4,No
E322,S006,9,11,No
E1692,S002,6,11,Yes
E172,S005,10,10,No
E1710,S009,4,2,No
E3042,S009,1,2,No
E1286,S012,5,3,Yes
E827,S013,9,6,Yes
E1853,S014,5,1,Yes
E2866,S013,6,6,Yes
E719,S014,4,1,No
E2728,S015,10,6,No
E475,S004,8,9,Yes
E154,S004,2,2,Yes
E636,S003,7,5,No
E2712,S010,10,8,No
E2108,S001,5,3,Yes
E4018,S002,10,6,Yes
E2539,S004,3,1,Yes
E2061,S008,4,1,No
E2472,S012,8,12,No
E3562,S015,8,5,Yes
E526,S004,9,7,Yes
E2943,S005,10,9,No
E826,S001,4,2,Yes
E4167,S004,6,7,Yes
E3563,S006,6,5,Yes
E267,S007,3,4,Yes
E4051,S013,4,4,No
E4401,S007,10,11,Yes
E4936,S006,10,6,No
E4033,S011,5,3,Yes
E813,S013,7,5,No
E531,S014,9,10,Yes
E2286,S004,3,3,No
E3218,S011,8,11,Yes
E4890,S006,3,4,Yes
E904,S007,1,4,Yes
E2854,S002,2,4,Yes
E2552,S007,4,2,No
E847,S002,2,1,Yes
E2520,S003,3,4,No
E2657,S008,9,8,Yes
E1636,S014,1,4,Yes
E1356,S002,8,5,No
E4831,S006,9,8,No
E2976,S007,8,6,Yes
E1183,S015,5,1,No
E1259,S002,3,3,No
E395,S011,8,7,No
E4449,S009,8,7,Yes
E1512,S002,3,2,Yes
E3697,S004,1,3,No
E2010,S008,3,4,Yes
E4738,S002,9,12,No
E1139,S006,7,10,Yes
E1106,S007,5,4,Yes
E4606,S009,5,3,Yes
E3590,S011,9,7,Yes
E4207,S012,3,2,Yes
E4104,S011,8,5,Yes
E4772,S005,9,11,Yes
E1809,S002,3,4,Yes
E4465,S007,4,3,No
E2063,S004,6,6,Yes
E1731,S005,6,8,No
E4027,S005,6,7,Yes
E4843,S004,3,3,Yes
E2685,S003,2,1,No
E2841,S013,7,8,Yes
E2455,S012,4,4,No
E3738,S013,3,1,No
E4111,S008,6,8,Yes
E580,S011,10,10,Yes
E1020,S012,2,1,No
E755,S013,6,8,Yes
E497,S007,6,5,Yes
E210,S014,9,7,No
E4312,S004,5,3,Yes
E232,S009,8,8,No
E4522,S015,7,5,Yes
E595,S008,2,3,No
E4335,S009,6,8,No
E3400,S002,6,9,Yes
E2796,S012,1,2,No
E4953,S005,9,6,Yes
E139,S007,8,10,No
E4319,S011,3,1,Yes
E3241,S002,10,12,No
E2916,S013,3,3,No
E351,S006,10,11,Yes
E1011,S005,9,5,Yes
E306,S013,10,9,No
E3321,S011,4,3,Yes
E2758,S009,7,5,Yes
E1797,S015,3,1,Yes
E1096,S003,7,10,Yes
E4259,S001,2,1,Yes
E2959,S006,6,7,No
E2836,S012,7,6,Yes
E4104,S005,9,6,Yes
E1582,S004,2,4,No
E3828,S011,2,4,No
E1770,S003,9,7,No
E812,S014,5,1,No
E1974,S015,6,5,No
E666,S011,2,1,Yes
E1856,S008,1,1,Yes
E875,S005,10,10,No
E2834,S002,1,4,Yes
E898,S006,7,7,Yes
E3250,S015,10,12,Yes
E4525,S012,9,5,Yes
E4227,S005,10,10,No
E3888,S014,4,2,No
E3415,S012,7,10,No
E3325,S009,8,7,No
E1405,S013,8,10,No
E3694,S005,2,3,No
E546,S011,10,5,Yes
E2905,S005,10,12,Yes
E722,S013,7,9,Yes
E4163,S011,8,10,Yes
E4959,S002,9,7,Yes
E2281,S004,5,3,Yes
E3213,S004,6,7,Yes
E1838,S012,1,1,Yes
E2950,S002,10,6,No
E3742,S013,10,6,Yes
E746,S006,10,8,No
E2763,S007,4,4,Yes
E269,S006,6,6,No
E1008,S014,10,8,No
E2286,S008,5,4,Yes
E2842,S010,1,2,No
E1240,S002,4,1,No
E1573,S003,7,9,No
E4515,S002,3,2,Yes
E3450,S002,8,5,No
E4085,S004,3,1,Yes
E1661,S006,2,2,Yes
E1927,S015,1,3,No
E4648,S013,2,3,No
E2499,S004,6,9,Yes
E3446,S002,1,2,No
E3872,S015,2,4,No
E1322,S014,3,4,Yes
E1969,S007,4,2,Yes
E4374,S003,3,3,No
E831,S005,8,10,No
E3904,S005,4,3,No
E3921,S012,9,7,No
E1330,S003,9,11,Yes
E4355,S006,1,1,Yes
E310,S001,6,12,Yes
E2498,S008,1,2,Yes
E2986,S005,4,4,Yes
E3252,S010,9,9,No
E1300,S015,1,3,Yes
E3014,S004,7,6,No
E2691,S013,5,4,Yes
E3975,S004,1,1,Yes
E1306,S011,10,8,Yes
E2441,S011,6,12,Yes
E4399,S001,4,2,Yes
E1409,S009,5,4,No
E4211,S015,4,2,No
E987,S003,10,7,Yes
E3194,S014,1,3,No
E3657,S015,6,5,Yes
E319,S012,3,3,Yes
E3660,S006,3,2,No
E616,S009,5,1,No
E2501,S015,6,5,Yes
E2884,S013,10,12,Yes
E2955,S014,7,6,No
E1682,S002,9,12,No
E1849,S013,7,10,Yes
E2537,S007,7,11,Yes
E2302,S014,8,11,No
E2606,S015,3,3,Yes
E1638,S001,4,2,No
E946,S007,6,8,Yes
E4475,S005,1,1,No
E2164,S008,1,3,No
E1296,S006,1,1,Yes
E075,S001,1,1,No
E994,S008,8,6,No
E2663,S015,7,7,Yes
E4467,S012,5,4,Yes
E1958,S014,1,1,No
E2255,S010,1,2,Yes
E128,S009,9,8,Yes
E2926,S002,8,12,No
E4339,S006,2,3,No
E2215,S012,3,2,No
E4518,S013,4,1,Yes
E4161,S005,1,1,No
E2853,S005,7,5,Yes
E356,S014,6,8,No
E4628,S004,7,5,No
E1094,S001,4,4,No
E3387,S014,4,2,Yes
E3642,S008,3,2,Yes
E1128,S009,10,12,No
E4398,S010,9,5,No
E2535,S015,5,4,Yes
E4709,S010,9,8,Yes
E1395,S015,1,2,Yes
E1910,S013,4,3,No
E3569,S005,9,10,Yes
E1225,S008,1,2,Yes
E742,S001,1,3,Yes
E1820,S007,7,10,No
E295,S015,10,6,Yes
E4153,S010,8,12,Yes
E992,S002,2,1,Yes
E4188,S004,5,4,No
E2657,S014,3,1,No
E4190,S006,8,11,No
E3222,S002,5,2,Yes
E3463,S002,2,2,Yes
E2994,S005,4,3,No
E4028,S004,8,7,No
E2843,S001,7,5,Yes
E3874,S005,6,9,No
E3054,S005,8,11,No
E3535,S005,8,10,No
E1104,S014,7,8,Yes
E543,S001,7,9,No
E060,S001,1,4,No
E1852,S006,7,8,Yes
E2068,S007,8,9,No
E1628,S007,7,12,Yes
E1590,S015,10,8,No
E4349,S005,6,6,Yes
E294,S003,2,1,Yes
E4575,S009,10,8,No
E4304,S012,2,4,No
E3901,S006,3,1,No
E2148,S003,4,3,Yes
E2038,S002,9,6,No
E4488,S013,6,10,Yes
E973,S015,8,9,Yes
E1211,S010,3,2,No
E2487,S008,7,10,Yes
E1358,S005,6,9,No
E3330,S011,5,4,Yes
E355,S003,3,4,No
E720,S008,5,3,No
E1548,S003,8,9,Yes
E3306,S009,10,5,No
E039,S001,6,9,No
E3214,S011,1,3,Yes
E823,S004,4,3,No
E3831,S010,10,10,Yes
E3145,S013,6,10,No
E2824,S005,3,3,Yes
E764,S002,7,8,No
E2256,S001,3,4,Yes
E2630,S001,5,2,Yes
E3947,S012,5,1,No
E2828,S008,8,6,No
E3826,S006,4,2,No
E3880,S013,3,3,Yes
E444,S008,10,9,No
E908,S013,10,10,No
E2610,S001,8,5,No
E3102,S002,4,1,No
E494,S004,9,12,Yes
E442,S008,8,10,No
E3435,S011,8,12,No
E4045,S001,9,6,No
E4726,S008,9,9,No
E4945,S011,6,7,Yes
E4516,S011,9,12,No
E4792,S002,9,11,Yes
E869,S011,3,2,No
E4563,S002,4,1,Yes
E338,S011,2,1,Yes
E3402,S010,10,11,Yes
E4268,S014,7,11,Yes
E2746,S006,8,5,Yes
E4326,S015,4,2,No
E4188,S011,6,8,No
E1525,S002,5,4,Yes
E3029,S012,7,9,Yes
E4455,S015,1,1,No
E3105,S002,5,3,Yes
E660,S014,5,4,No
E3560,S005,7,12,Yes
E2686,S001,2,4,No
E1092,S015,8,10,No
E248,S006,1,3,Yes
E4352,S004,10,11,Yes
E1433,S011,7,5,No
E3093,S013,3,1,No
E2428,S015,5,3,No
E4582,S008,8,5,Yes
E1732,S005,8,10,Yes
E2877,S008,10,11,No
E4741,S014,6,9,Yes
E2812,S011,7,5,Yes
E4922,S012,6,10,No
E3712,S007,3,1,Yes
E095,S002,9,5,No
E1804,S010,1,1,Yes
E2649,S010,6,11,No
E2084,S002,1,1,No
E3671,S004,1,3,No
E790,S004,9,9,Yes
E1115,S002,8,7,No
E2997,S002,10,10,No
E494,S003,5,4,Yes
E2005,S003,8,9,Yes
E2621,S012,2,1,No
E4028,S009,5,1,No
E3373,S009,7,8,No
E3494,S003,6,11,Yes
E914,S002,4,2,No
E1214,S005,10,10,No
E048,S002,7,6,Yes
E538,S011,1,4,No
E2110,S004,1,4,Yes
E1008,S004,6,12,No
E2707,S008,4,1,No
E479,S002,9,7,Yes
E481,S004,2,2,No
E1453,S006,9,9,Yes
E2738,S013,4,3,No
E2980,S008,5,4,Yes
E1335,S011,1,2,Yes
E2089,S012,3,1,Yes
E2945,S006,3,1,Yes
E2012,S007,8,9,Yes
E3383,S013,5,2,Yes
E2816,S012,5,2,Yes
E1793,S011,4,1,Yes
E4077,S005,10,5,Yes
E4753,S005,1,1,No
E3764,S010,6,9,No
E3501,S010,5,2,No
E3882,S001,6,9,Yes
E2905,S006,7,10,Yes
E1368,S012,4,2,No
E3697,S002,3,1,Yes
E2186,S003,1,3,Yes
E1688,S015,5,4,Yes
E3522,S009,7,10,Yes
E2779,S008,1,2,Yes
E589,S011,3,1,No
E1685,S006,3,2,Yes
E2017,S006,7,7,No
E4489,S013,5,3,Yes
E3437,S015,6,12,No
E4151,S013,7,7,Yes
E1593,S015,8,6,No
E3685,S007,3,2,Yes
E987,S008,6,6,No
E2302,S012,4,4,Yes
E2830,S001,9,10,Yes
E944,S015,4,4,Yes
E2558,S014,9,6,No
E2082,S003,2,4,Yes
E4864,S014,4,4,Yes
E4906,S010,4,2,Yes
E3126,S004,5,1,Yes
E4606,S005,9,10,Yes
E1893,S014,4,3,No
E3619,S011,8,8,Yes
E256,S004,7,8,No
E3992,S004,2,1,Yes
E219,S006,9,9,Yes
E4627,S006,8,9,No
E2385,S001,1,4,No
E1479,S009,1,3,Yes
E1769,S012,6,7,No
E3544,S001,2,1,No
E410,S015,6,12,Yes
E1158,S011,4,3,Yes
E4893,S012,2,3,Yes
E4494,S008,5,4,Yes
E2545,S002,10,5,Yes
E703,S003,9,7,No
E657,S007,10,7,No
E3505,S007,8,5,Yes
E1428,S005,1,2,No
E4444,S003,3,1,No
E2161,S010,8,9,No
E4148,S005,7,6,No
E4812,S014,5,4,No
E4361,S009,2,2,Yes
E340,S013,8,6,Yes
E325,S006,4,1,Yes
E813,S003,3,1,No
E2430,S003,5,2,No
E3281,S008,9,6,No
E2636,S004,7,11,No
E4280,S008,3,4,Yes
E1347,S007,5,3,Yes
E4886,S006,1,3,No
E2272,S001,10,10,No
E1187,S003,3,1,No
E3809,S009,2,3,Yes
E3867,S011,9,9,Yes
E2737,S002,8,5,Yes
E168,S009,10,11,No
E4395,S007,6,12,No
E3199,S001,8,9,Yes
E4099,S005,10,11,No
E849,S009,5,2,No
E4882,S012,7,9,No
E2463,S009,9,8,No
E3170,S013,6,9,Yes
E2638,S006,9,11,Yes
E1652,S013,1,2,No
E2992,S012,7,10,Yes
E538,S008,7,9,Yes
E2993,S004,10,7,Yes
E1525,S004,5,3,Yes
E615,S013,2,3,Yes
E3239,S004,6,10,No
E1782,S001,3,1,No
E134,S009,10,12,No
E1155,S013,10,10,Yes
E4890,S011,10,7,No
E2969,S005,8,11,No
E2033,S011,8,10,Yes
E3790,S009,10,12,No
E3179,S011,1,3,Yes
E736,S008,3,2,Yes
E3318,S003,5,2,No
E4294,S003,3,4,No
E3852,S002,3,2,Yes
E3312,S003,3,3,Yes
E2441,S010,7,11,No
E778,S005,4,1,Yes
E2903,S004,8,6,Yes
E2823,S008,9,6,Yes
E309,S005,7,6,No
E1160,S005,2,3,No
E965,S015,1,1,No
E010,S015,6,5,Yes
E2580,S009,9,7,No
E351,S003,6,10,Yes
E724,S013,3,1,No
E3796,S001,1,3,No
E878,S009,10,8,No
E1208,S015,7,7,Yes
E013,S013,8,7,Yes
E315,S007,3,3,Yes
E1946,S009,2,4,Yes
E4949,S003,7,9,Yes
E2057,S008,2,4,No
E1466,S005,3,3,No
E018,S005,7,9,Yes
E3505,S011,4,2,Yes
E2445,S001,1,1,Yes
E799,S001,4,3,Yes
E3199,S006,9,8,Yes
E1081,S015,4,3,Yes
E4083,S008,8,6,No
E4650,S003,6,6,No
E113,S012,10,7,Yes
E3246,S001,2,4,No
E4562,S015,1,2,Yes
E2387,S007,1,2,Yes
E3133,S013,6,6,No
E4628,S012,9,9,No
E1817,S013,8,9,No
E263,S008,6,11,Yes
E3914,S004,5,1,Yes
E4771,S010,8,6,No
E3036,S015,8,7,Yes
E4688,S011,7,11,No
E4553,S008,7,11,No
E509,S005,9,5,Yes
E1930,S009,6,11,Yes
E3434,S012,2,2,No
E4637,S011,8,9,No
E2368,S007,2,1,No
E3497,S005,7,8,No
E3083,S002,6,5,No
E1152,S009,9,12,No
E2753,S015,6,9,Yes
E3383,S010,9,12,Yes
E3931,S013,9,8,Yes
E4726,S007,5,4,Yes
E1402,S011,8,6,Yes
E491,S010,7,7,No
E503,S010,9,9,No
E2434,S012,9,5,No
E1943,S009,10,9,No
E3812,S005,5,3,Yes
E3968,S007,7,8,No
E153,S006,2,2,No
E490,S011,5,3,No
E256,S010,10,6,No
E1294,S015,4,1,Yes
E1639,S011,3,3,No
E2143,S001,2,1,No
E872,S001,6,5,Yes
E262,S004,3,4,No
E4249,S002,6,12,Yes
E1954,S009,10,7,No
E2257,S011,9,8,Yes
E3906,S004,6,7,No
E1502,S005,7,9,No
E482,S011,6,12,Yes
E2273,S003,3,4,No
E1017,S007,7,8,No
E2822,S013,8,5,Yes
E502,S012,1,1,Yes
E1362,S008,10,5,Yes
E2421,S014,5,3,No
E441,S009,3,3,No
E3652,S012,9,11,No
E491,S009,10,10,Yes
E3245,S010,7,9,No
E4790,S009,7,10,Yes
E1623,S006,10,8,Yes
E1323,S015,8,11,Yes
E3036,S014,5,1,No
E4829,S001,8,11,Yes
E2940,S004,8,7,Yes
E2394,S012,1,1,Yes
E771,S009,6,10,Yes
E3900,S013,7,9,No
E4049,S010,7,11,No
E2164,S004,9,11,Yes
E3474,S003,9,7,Yes
E3114,S003,5,4,Yes
E2260,S013,3,3,Yes
E3461,S010,4,1,Yes
E493,S015,1,1,Yes
E1841,S013,8,10,Yes
E1834,S012,5,3,No
E4002,S005,3,2,No
E3162,S012,5,4,Yes
E1085,S006,2,3,No
E2725,S009,2,2,No
E2193,S007,5,4,Yes
E3226,S009,5,3,Yes
E2977,S005,6,11,Yes
E1494,S014,2,3,No
E3926,S013,3,2,No
E4765,S013,10,12,No
E314,S010,10,9,Yes
E2956,S013,7,11,No
E700,S013,6,9,No
E3242,S003,7,10,No
E334,S005,3,4,Yes
E3844,S013,6,10,No
E4900,S013,10,12,No
E1303,S009,5,2,Yes
E3810,S003,10,11,No
E2279,S007,8,8,Yes
E1614,S007,2,4,Yes
E2802,S006,2,2,No
E413,S013,8,10,Yes
E444,S002,2,2,No
E3281,S013,5,4,Yes
E593,S015,9,9,No
E016,S015,7,6,Yes
E4425,S013,1,4,Yes
E4071,S004,10,5,Yes
E1766,S015,2,2,Yes
E1299,S008,9,7,Yes
E089,S007,8,7,No
E2173,S014,8,7,Yes
E522,S009,7,12,Yes
E4535,S015,10,11,No
E4759,S012,8,7,Yes
E1303,S011,3,3,Yes
E3623,S001,2,3,No
E1519,S012,5,2,No
E1488,S013,4,3,No
E623,S010,2,1,Yes
E070,S011,2,3,No
E1003,S005,4,2,Yes
E3515,S005,6,7,No
E4921,S005,1,4,No
E1239,S003,2,3,No
E468,S003,10,11,Yes
E103,S007,7,6,Yes
E1263,S007,1,1,No
E4656,S007,9,7,Yes
E905,S011,1,1,Yes
E4957,S006,2,2,No
E2066,S001,10,6,Yes
E2608,S015,5,2,No
E3244,S012,1,1,Yes
E3078,S006,1,1,No
E4890,S015,9,11,Yes
E2472,S004,1,2,Yes
E3624,S009,7,9,No
E1309,S002,6,11,No
E1119,S010,8,12,Yes
E2078,S010,1,3,No
E4782,S015,2,2,No
E696,S009,5,3,Yes
E1980,S009,10,10,Yes
E1203,S004,10,8,Yes
E712,S003,9,9,Yes
E4860,S015,6,6,No
E954,S005,8,10,Yes
E2731,S005,10,7,Yes
E1525,S007,3,1,Yes
